"recid","delta","age","hsged","yearearn","white","children","jtpa","treatment","single","male","days"
314952,0,47,0,0,1,0,0,1,0,0,559
314953,1,29,0,0,1,1,1,0,1,0,432
314954,1,20,1,294,0,0,1,1,0,0,253
314956,1,22,0,7732,1,1,1,1,0,1,77
314957,1,31,1,4500,0,1,1,1,1,0,211
314959,1,17,0,770,0,1,1,1,1,0,352
314960,1,22,1,0,0,1,0,0,1,0,361
314961,1,19,0,3801,1,0,0,1,1,1,27
314964,1,33,1,4000,1,1,1,1,0,0,53
314965,1,33,0,0,0,1,0,1,0,0,590
314966,1,59,1,13811,1,0,0,0,0,0,47
314967,1,34,1,10230,1,0,1,1,0,1,40
314968,0,24,1,5000,1,1,1,1,1,0,564
314974,1,25,0,5400,1,1,0,0,0,1,34
314975,1,27,0,15048,0,1,0,1,0,1,79
314976,0,30,1,1095,1,0,1,0,1,1,590
314978,1,20,0,2000,1,0,1,1,1,1,319
314979,1,32,0,875,1,1,0,0,0,0,267
314985,0,39,0,0,0,0,1,1,0,1,801
314986,1,17,0,0,0,0,1,1,1,1,178
314989,1,28,1,6000,1,0,1,1,1,0,8
314991,1,52,0,0,1,1,0,1,0,1,355
314994,0,34,1,0,0,1,1,1,0,0,935
314996,0,18,1,0,0,0,0,0,1,0,764
314998,1,27,0,0,1,1,1,1,0,0,397
314999,1,42,0,0,1,1,0,0,0,0,283
315001,1,22,0,4200,0,0,0,1,0,1,226
315002,1,30,0,4224,0,0,0,0,1,1,340
315003,1,27,1,4000,1,1,1,1,0,1,103
315004,1,22,0,0,1,1,0,1,1,0,13
315006,1,19,0,0,0,0,0,1,1,1,6
315009,0,17,0,90,0,1,0,1,0,0,1085
315010,1,31,0,11000,1,1,0,0,0,1,75
315011,1,48,0,5000,1,0,0,0,0,0,74
315017,1,37,0,13250,0,0,0,1,0,0,40
315021,1,20,0,770,1,0,0,1,1,1,42
315029,0,26,1,11000,1,1,1,1,0,1,711
315030,1,50,0,4600,1,0,1,1,0,1,21
315034,1,35,1,7600,1,1,0,0,0,0,500
315036,0,19,0,1700,1,1,1,1,0,0,621
315038,0,21,0,140,1,1,0,0,0,0,1168
315039,0,28,0,3000,1,1,0,0,0,0,637
315040,1,18,0,0,0,1,1,1,1,0,143
315041,1,52,0,9223,0,0,0,0,0,0,75
315047,1,25,1,3200,1,1,1,1,0,0,34
315048,0,16,0,0,0,0,1,1,1,0,750
315057,1,19,0,0,1,0,0,1,1,1,448
315058,1,19,1,3062,1,0,1,1,1,0,730
315059,1,22,1,407,1,0,1,1,1,1,346
315066,0,32,1,0,1,1,1,1,0,0,579
315067,1,17,0,1400,0,1,1,1,1,1,140
315069,1,19,0,7500,1,0,0,1,0,1,133
315071,0,25,1,276,1,0,1,1,0,0,737
315072,0,18,0,40,0,1,0,0,1,0,579
315073,1,34,0,3288,1,0,0,1,0,1,64
315074,1,17,0,1890,1,0,1,1,1,1,686
315076,1,33,0,7000,1,1,0,0,0,0,46
315080,1,23,0,6000,0,1,0,1,1,0,128
315081,1,43,1,3780,1,0,0,0,0,0,17
315086,1,17,0,0,1,1,1,1,1,0,62
315089,1,26,0,5000,0,0,0,0,1,1,449
315091,1,42,1,0,1,0,1,1,0,1,414
315093,1,20,0,5200,0,0,0,1,1,1,251
315108,1,25,0,4000,1,1,1,1,0,1,286
315109,0,32,0,5500,0,1,0,1,1,0,687
315112,1,20,1,2645,0,1,0,0,1,0,454
315113,1,17,0,0,0,0,1,0,1,1,162
315114,1,19,1,0,0,0,0,0,1,0,225
315116,1,28,1,787,1,0,0,1,1,0,27
315117,1,51,1,42,1,0,1,1,1,1,191
315118,1,25,1,3560,1,1,1,1,0,0,143
315121,1,20,1,4000,0,0,1,1,1,0,386
315122,0,38,1,0,0,1,1,1,0,0,620
315123,0,23,0,0,1,1,0,0,0,0,597
315128,0,27,0,0,0,0,1,1,0,0,842
315134,1,28,0,3600,1,1,0,0,0,0,138
315137,1,28,0,0,0,1,1,1,0,1,346
315139,0,24,0,200,1,0,0,1,1,1,772
315140,1,23,0,60,1,0,0,1,1,0,14
315142,1,22,0,576,1,1,0,1,1,0,19
315143,1,16,0,1200,1,0,0,0,1,1,567
315145,1,35,0,10000,1,1,1,1,0,0,39
315146,0,35,0,0,1,0,1,1,0,0,1136
315149,0,23,0,5000,0,1,1,1,1,0,590
315151,1,25,0,500,1,0,1,1,0,0,65
315156,1,30,0,300,0,1,1,1,1,0,178
315159,1,43,0,2712,1,1,0,0,0,0,289
315160,1,28,1,2000,1,0,1,1,0,1,87
315161,1,42,1,0,1,1,1,0,0,0,390
315164,0,34,0,0,0,1,0,0,0,0,821
315169,1,20,1,760,0,0,1,1,1,0,211
315170,1,32,0,720,0,0,0,1,1,1,290
315172,1,25,1,0,0,1,0,0,1,0,636
315173,1,32,1,1360,1,1,0,1,0,1,245
315175,1,36,1,630,1,1,0,0,0,1,14
315176,1,19,1,201,1,0,0,0,1,1,13
315178,1,27,0,204,1,1,1,1,0,0,15
315180,1,29,1,200,0,0,1,1,1,0,472
315183,1,32,0,2000,0,1,1,1,1,0,183
315185,1,25,1,3000,1,0,1,1,1,1,44
315188,1,39,0,27370,0,1,0,1,0,1,399
315189,0,67,1,0,1,0,1,1,0,0,619
315191,1,22,0,985,1,0,0,1,1,1,40
315194,1,52,1,21000,1,0,1,1,0,1,16
315198,1,27,1,3500,1,0,0,1,0,0,35
315200,1,19,1,0,1,0,1,1,1,1,10
315208,1,18,0,3100,1,0,0,0,1,1,21
315209,1,35,1,5000,1,0,0,1,0,1,101
315210,1,22,1,0,0,0,0,0,1,1,304
315211,1,20,0,1500,0,0,1,1,1,1,180
315213,0,26,0,4524,1,1,0,1,0,0,848
315214,1,21,1,0,0,0,1,0,1,1,308
315216,1,21,1,1260,0,0,1,0,1,1,60
315217,1,29,0,0,1,0,1,1,0,0,20
315218,1,26,0,0,0,1,1,1,0,0,41
315223,1,20,1,200,1,1,1,1,0,0,706
315225,0,21,0,9984,1,1,1,0,0,1,1037
315227,0,22,0,0,0,0,1,1,1,0,396
315230,1,19,0,5289,1,0,1,0,1,1,98
315234,1,21,0,2560,0,0,0,0,1,1,396
315236,1,18,0,0,0,0,1,1,1,1,487
315237,0,32,0,0,1,0,0,0,1,1,730
315238,1,24,0,0,0,1,1,1,0,1,222
315239,1,31,0,10000,1,1,1,1,0,0,150
315243,1,27,1,19400,1,0,1,1,0,0,29
315244,0,24,1,3900,0,0,0,0,1,0,522
315245,1,20,0,1200,0,0,1,1,1,1,153
315246,1,19,1,8000,1,0,1,1,1,1,53
315248,1,31,1,0,1,0,0,1,0,1,83
315249,1,18,0,0,0,1,0,1,1,0,506
315251,1,21,1,1500,1,1,0,1,1,0,574
315253,0,19,0,90,1,0,1,1,1,0,706
315255,0,37,0,0,0,0,0,0,1,1,1057
315257,1,28,0,832,0,0,1,0,0,1,285
315258,1,18,0,0,0,0,0,1,1,1,166
315259,1,38,1,600,1,1,1,1,0,0,470
315260,0,53,0,0,1,0,0,0,0,1,653
315265,1,21,1,7288,0,0,0,1,1,0,72
315266,1,18,0,0,0,0,1,1,1,1,44
315267,1,18,0,1300,1,0,1,1,1,1,109
315268,1,41,1,9500,1,1,1,1,0,1,21
315271,0,16,0,0,0,1,0,0,1,0,642
315274,0,67,1,0,1,0,0,0,0,1,910
315275,1,20,1,140,1,0,1,1,1,1,325
315280,1,17,0,0,0,0,0,0,1,1,42
315285,1,29,1,0,0,1,1,1,1,0,11
315286,1,31,1,600,0,1,0,1,1,0,252
315287,1,35,0,0,1,0,1,1,1,0,127
315289,1,39,0,5000,1,0,0,0,0,1,216
315294,1,19,0,0,0,0,1,1,1,1,559
315300,1,36,0,2220,0,0,1,1,0,1,172
315303,1,23,1,5000,0,0,0,0,1,0,392
315306,1,58,0,0,0,1,0,1,0,1,407
315307,0,33,0,0,1,0,0,1,0,1,541
315308,1,30,0,1600,0,0,1,1,1,0,82
315313,1,19,0,1200,1,0,0,0,1,1,14
315318,0,31,0,1500,1,1,1,1,0,0,1104
315319,1,48,1,0,1,1,0,0,0,0,8
315321,0,25,1,0,1,0,1,1,1,0,501
315324,1,22,0,3500,0,1,0,0,0,1,22
315327,1,30,1,0,1,0,1,1,1,1,591
315329,1,27,0,4757,1,0,1,1,1,0,63
315337,1,27,1,0,0,1,0,1,0,0,820
315338,1,23,1,2352,0,0,0,1,1,1,191
315339,1,23,1,3000,1,1,1,1,0,0,651
315340,1,17,0,325,1,1,0,1,0,0,428
315342,1,49,1,1750,0,0,0,0,0,1,83
315345,0,27,1,1000,0,0,0,0,1,1,592
315346,1,22,0,0,1,0,1,0,1,1,18
315349,1,36,1,0,0,1,1,1,0,0,70
315352,1,26,0,0,1,1,1,1,0,0,172
315353,1,23,0,2000,1,0,0,0,1,1,39
315359,1,39,1,0,1,1,1,1,0,0,568
315364,1,38,1,0,1,1,1,1,0,1,129
315368,1,22,0,7500,1,0,0,1,0,1,445
315369,1,36,0,6451,0,1,1,0,0,0,257
315370,1,20,1,3294,1,0,0,1,1,0,44
315376,0,32,1,0,0,1,1,0,0,0,671
315383,1,40,0,4200,1,0,1,1,0,0,71
315385,1,18,1,800,1,0,1,1,1,0,231
315387,1,29,0,3000,0,1,1,1,1,0,261
315395,0,27,0,800,1,1,0,1,0,0,595
315396,0,36,1,800,1,0,0,0,0,1,470
315397,1,24,0,2000,0,0,0,1,1,1,153
315399,1,37,1,2880,0,0,0,1,0,0,25
315400,1,22,1,630,1,1,1,0,0,1,520
315404,1,19,1,3040,1,0,0,0,1,0,186
315409,1,28,1,19,0,1,0,0,0,0,444
315411,0,18,0,1000,1,0,0,0,0,0,601
315412,1,18,1,0,0,0,0,0,1,1,476
315413,1,39,1,8200,1,0,0,0,0,1,29
315416,1,17,0,0,0,0,1,1,1,1,114
315417,1,18,0,300,1,0,1,1,1,1,208
315420,1,21,1,0,0,1,1,1,1,0,82
315424,1,29,0,544,0,1,0,1,1,0,109
315427,0,20,1,804,0,0,0,1,1,1,615
315428,1,19,1,700,0,0,1,1,1,0,27
315431,0,24,0,0,1,1,1,0,1,0,575
315436,0,31,1,1695,1,0,0,1,1,0,674
315444,1,19,1,0,1,0,0,0,1,1,222
315450,1,33,1,0,0,1,0,0,0,1,24
315451,1,39,1,4300,1,1,0,0,0,0,83
315452,1,47,1,91,1,0,1,1,0,0,367
315454,1,23,0,0,1,1,1,1,0,0,325
315455,1,25,1,0,0,1,0,1,0,1,275
315464,0,18,0,140,0,0,1,1,1,0,357
315468,1,21,0,0,0,1,1,1,0,0,190
315473,1,20,1,9000,0,0,0,0,0,1,281
315476,1,32,0,2904,1,1,1,1,0,0,43
315487,1,50,0,5000,1,1,1,1,0,0,25
315489,1,28,1,0,0,1,0,0,1,0,365
315492,1,16,0,0,0,0,1,1,1,1,496
315493,0,19,1,0,0,1,0,1,1,0,1302
315499,0,20,1,0,1,1,0,1,1,0,814
315505,0,37,1,0,1,1,0,0,0,1,609
315506,1,17,0,0,0,0,0,1,1,1,674
315507,1,29,1,10000,1,0,1,1,1,1,18
315508,0,28,1,3000,1,1,0,1,1,0,599
315509,1,31,1,0,0,1,0,0,1,0,7
315512,1,22,1,6095,1,0,1,1,1,0,191
315513,1,22,1,350,1,1,0,0,0,0,373
315517,1,30,0,8000,0,1,0,0,0,0,338
315519,0,32,0,0,1,0,1,1,1,1,1115
315523,1,28,1,1300,0,1,1,1,0,0,158
315525,1,22,0,1000,1,0,0,0,1,0,284
315526,1,50,1,470,1,0,0,0,1,0,40
315527,1,21,0,2000,0,0,0,1,1,1,317
315530,1,44,0,46000,0,0,1,1,0,0,15
315531,1,52,1,1200,1,0,0,0,0,0,6
315532,1,22,1,0,0,1,1,1,1,0,324
315536,1,19,0,3000,1,0,1,1,1,0,608
315537,0,18,1,1200,1,0,1,1,1,1,402
315541,1,19,1,1481,1,0,0,1,1,0,128
315546,1,16,0,0,0,0,0,1,1,1,19
315548,1,22,1,3945,1,0,1,1,1,1,133
315549,1,28,0,5200,0,0,1,1,1,1,66
315551,1,20,0,600,0,0,1,1,1,0,73
315552,1,30,0,776,1,1,1,1,0,0,445
315554,1,34,1,899,0,1,1,1,0,0,155
315555,1,22,1,2000,0,1,0,1,1,0,414
315556,1,33,1,450,1,0,1,1,1,0,274
315559,1,22,0,1000,1,1,0,1,1,0,385
315566,0,43,0,2539,1,0,0,1,0,1,614
315567,1,26,1,0,0,1,1,1,1,0,22
315568,1,20,0,180,1,0,0,1,1,1,422
315571,1,17,0,0,0,0,0,1,1,1,61
315573,1,37,0,8500,1,0,1,1,0,1,34
315575,1,18,1,2300,1,1,1,0,0,0,198
315577,0,20,1,0,0,1,0,0,1,0,1321
315579,1,36,1,0,0,0,1,1,0,1,1
315582,1,18,1,0,1,0,0,1,1,1,36
315583,1,24,1,0,1,0,0,0,1,1,81
315585,1,29,1,0,1,1,1,1,0,1,451
315586,1,26,1,2592,0,1,1,1,1,0,289
315588,1,22,1,0,0,1,0,0,1,0,259
315589,0,44,1,0,1,0,0,1,0,1,806
315591,1,43,0,9110,0,1,0,0,0,0,142
315597,1,25,1,200,0,1,0,0,0,1,105
315599,1,20,1,3700,1,0,1,1,1,0,22
315600,1,29,1,6000,1,0,1,1,0,1,119
315602,1,20,1,4940,0,1,1,1,0,1,82
315603,1,21,0,0,0,0,0,1,1,0,644
315605,1,22,0,0,0,0,1,1,1,0,61
315611,1,22,1,3454,0,0,1,1,1,1,101
315614,1,25,0,2000,1,0,1,1,1,0,76
315619,1,25,1,0,0,1,1,1,1,0,25
315620,0,33,0,0,0,1,0,0,1,0,559
315622,1,31,1,1600,1,1,1,1,0,0,88
315625,1,44,1,14560,0,1,0,1,0,0,568
315626,0,36,0,0,0,1,0,0,0,0,960
315627,1,23,1,0,0,1,1,1,1,0,476
315628,0,31,1,0,0,1,0,0,1,0,581
315630,1,23,1,4000,1,0,1,1,1,0,110
315631,1,20,0,0,0,1,1,1,1,0,36
315632,1,21,1,2662,1,1,0,0,0,0,393
315633,1,37,1,8000,1,1,0,1,0,1,254
315636,0,19,0,0,0,1,1,1,1,0,600
315640,1,33,1,5014,1,1,1,1,0,0,844
315641,0,31,1,0,1,1,1,0,0,0,675
315643,1,41,0,0,1,1,1,1,0,1,191
315649,0,24,1,0,1,1,1,1,0,0,633
315650,1,33,0,5699,0,1,1,1,0,0,89
315657,1,25,1,0,1,0,1,1,1,0,11
315660,0,18,0,0,0,1,1,1,0,0,634
315662,0,22,0,0,0,1,0,0,1,0,625
315663,1,50,1,4830,1,0,1,1,0,0,27
315665,1,20,0,5500,1,0,0,1,1,1,65
315666,1,18,1,0,0,0,0,0,1,0,4
315667,1,34,1,0,0,0,1,1,1,1,105
315668,0,36,0,9019,1,1,1,1,0,1,893
315670,1,19,0,0,1,0,0,1,1,1,601
315678,1,45,0,2700,1,1,0,0,0,0,238
315680,1,23,1,0,1,0,1,1,1,1,273
315681,0,26,0,0,1,1,1,1,0,0,618
315685,1,29,0,5670,1,1,0,1,1,0,396
315690,1,40,1,18000,1,1,1,1,0,1,22
315691,1,24,0,0,1,1,1,1,0,0,33
315694,1,33,0,0,0,0,0,1,1,1,339
315695,1,18,0,0,0,0,1,1,1,1,265
315696,1,26,1,300,0,1,1,1,0,0,50
315697,0,23,1,0,0,0,1,1,1,1,1020
315700,0,22,1,1180,1,1,0,0,0,0,642
315701,0,37,0,0,0,1,0,1,0,1,498
315702,0,27,0,0,0,1,1,1,1,0,599
315705,0,48,1,0,1,1,0,0,0,1,537
315707,1,28,1,900,0,1,1,1,1,0,45
315709,1,26,1,13000,0,1,1,1,0,0,60
315710,1,17,0,0,0,0,0,0,1,0,195
315713,1,35,0,550,1,1,1,1,0,0,631
315721,1,18,0,0,0,1,1,1,1,0,304
315722,1,22,0,7920,0,0,0,1,1,1,280
315724,0,43,1,208,1,0,0,1,0,1,1054
315730,1,18,1,1200,0,0,1,1,1,1,412
315732,1,30,0,2250,1,1,0,0,0,0,566
315736,1,18,0,4480,0,0,0,1,1,0,74
315738,1,42,0,6253,0,1,1,0,0,0,370
315740,1,18,1,200,1,0,0,1,1,1,300
315747,1,23,0,5120,0,1,0,0,0,1,74
315749,0,35,1,0,1,0,1,0,0,0,674
315750,1,25,1,0,0,1,1,1,0,0,195
315751,1,19,1,0,1,1,0,1,1,0,44
315753,0,19,0,5000,0,0,1,1,1,1,742
315754,1,33,0,2000,1,0,1,0,0,1,251
315756,1,38,0,2400,1,0,1,1,0,1,195
315762,1,30,0,1500,1,1,0,0,0,0,28
315764,1,48,1,4386,0,1,0,1,0,0,395
315766,1,66,0,0,1,0,1,1,0,0,403
315767,1,23,0,5250,1,0,0,1,1,1,499
315768,1,25,1,0,0,1,0,0,1,0,197
315775,1,28,0,4000,1,1,1,1,0,1,109
315778,1,31,1,2100,0,1,1,1,0,0,121
315779,1,20,1,960,1,0,1,1,1,0,45
315780,0,27,0,0,0,1,0,1,0,0,410
315782,1,20,0,4088,0,0,0,1,1,1,16
315785,1,22,0,8000,1,0,0,0,0,1,58
315788,0,17,0,800,0,0,1,1,1,0,622
315789,1,23,1,1000,1,0,0,0,1,1,142
315790,1,32,1,8000,0,1,1,1,1,0,43
315796,1,20,1,3388,1,0,1,1,1,1,13
315797,1,24,0,4500,1,1,1,1,1,1,396
315798,1,18,1,1800,1,0,0,1,1,1,238
315802,0,38,1,0,0,1,0,1,0,0,952
315804,1,33,0,3000,1,1,0,0,0,1,18
315811,1,25,1,2000,1,1,1,1,0,0,155
315814,1,21,0,3000,1,0,0,0,1,0,209
315816,0,29,1,0,0,1,1,1,0,0,450
315817,1,71,0,0,0,0,0,0,0,1,27
315818,1,17,0,0,0,0,0,0,1,1,489
315819,1,28,1,3000,1,1,0,0,0,0,156
315824,1,23,0,0,0,0,1,1,1,1,119
315825,1,19,1,400,0,1,0,1,1,0,33
315827,0,17,0,1200,0,0,0,1,1,0,890
315828,1,52,1,0,1,0,1,1,0,0,319
315834,1,22,1,2026,1,0,0,1,1,0,386
315835,1,30,1,4000,1,1,1,1,0,1,158
315836,1,30,1,11040,0,0,0,0,0,1,341
315839,1,30,1,0,0,1,1,1,1,0,112
315842,1,46,1,6240,0,1,1,1,0,1,454
315843,1,36,0,0,0,1,1,1,0,1,312
315846,1,22,1,400,1,0,1,1,1,1,21
315847,0,30,0,15000,1,1,1,1,0,1,593
315849,0,27,1,6984,1,1,0,0,0,0,914
315850,1,26,1,5500,1,1,1,1,0,1,8
315852,1,29,0,6000,1,1,0,1,0,0,26
315855,1,46,1,8000,1,0,1,1,0,0,124
315858,1,21,1,0,0,0,1,1,1,1,287
315860,0,62,0,0,1,1,1,1,0,0,667
315863,1,21,1,12000,0,1,1,1,0,1,67
315866,1,37,1,902,0,0,0,0,1,0,516
315867,1,27,1,8425,0,0,0,1,1,0,193
315870,1,21,1,4500,1,0,0,1,1,1,493
315875,1,20,0,1561,1,1,1,1,0,0,34
315876,1,27,0,2000,0,1,0,0,0,0,17
315878,1,28,1,1500,1,0,1,1,0,1,11
315882,1,22,1,8000,1,1,0,0,1,0,28
315887,1,20,1,400,0,1,1,1,1,0,211
315896,1,42,1,0,1,0,0,1,0,1,234
315901,1,41,1,8000,1,1,0,0,0,0,43
315902,1,75,0,0,0,0,1,1,0,1,517
315905,1,23,1,6500,1,0,1,1,1,1,54
315909,1,32,0,0,1,1,1,1,0,1,186
315914,0,30,1,0,1,1,0,0,0,0,622
315919,1,22,1,10400,0,1,1,1,1,0,104
315926,0,27,1,700,1,0,1,1,1,1,834
315928,0,41,0,0,1,0,1,1,0,0,576
315930,1,18,1,50,0,0,1,1,1,0,306
315934,1,28,1,0,1,1,0,0,0,0,257
315936,1,38,0,0,1,0,0,0,1,1,82
315943,1,33,1,0,1,1,0,0,0,0,176
315945,0,24,1,190,1,1,1,1,0,0,697
315946,1,36,1,0,1,1,1,1,0,0,85
315950,0,20,0,0,0,1,1,1,0,0,823
315952,1,19,0,3800,0,0,0,0,1,1,86
315954,1,33,0,2000,1,1,0,0,0,0,156
315957,1,19,1,0,1,0,0,1,0,0,229
315958,1,16,1,180,0,0,1,1,0,0,219
315959,1,20,1,9100,0,0,1,1,1,0,348
315961,1,19,0,240,0,1,0,0,1,0,360
315964,1,52,1,0,1,1,0,1,0,0,442
315968,0,37,0,0,1,1,1,1,0,0,1212
315972,0,17,0,400,1,0,0,0,1,0,885
315977,1,35,1,11000,1,1,1,0,0,0,13
315978,1,19,0,1168,1,0,1,1,1,1,369
315985,1,44,0,57,0,1,1,1,0,0,592
315991,1,37,1,684,0,1,1,1,0,0,228
315999,1,17,0,0,0,1,1,1,1,0,320
316005,1,44,1,4675,1,1,0,1,0,0,212
316009,1,33,0,0,0,0,0,0,0,1,245
316010,1,27,0,4087,1,1,1,1,0,0,9
316011,1,25,0,1000,1,0,1,1,1,1,14
316012,1,21,0,3250,1,1,0,1,0,1,144
316016,1,23,0,8000,1,0,0,0,1,1,19
316017,1,22,0,1400,0,1,0,0,0,1,206
316020,1,37,1,1000,0,1,0,0,0,0,213
316021,0,22,1,0,0,0,0,1,1,1,969
316023,0,39,1,0,0,1,0,0,0,0,568
316025,1,46,1,9931,0,0,0,1,0,1,39
316027,1,19,1,4480,0,0,0,0,1,0,298
316029,1,27,1,0,0,1,1,1,0,1,728
316030,1,23,1,0,1,0,1,1,1,1,137
316032,1,25,0,3600,1,1,1,1,1,0,480
316036,1,26,0,5400,0,1,0,0,1,0,5
316038,1,16,0,0,0,0,1,1,1,0,205
316041,0,27,1,0,0,1,0,1,0,0,600
316043,1,18,1,0,0,0,0,1,1,0,7
316047,0,32,1,1306,1,1,0,0,0,0,569
316050,1,27,0,12098,1,1,1,1,0,1,72
316051,0,36,0,0,0,1,0,0,0,0,613
316052,1,31,0,5360,0,1,0,0,0,0,2
316054,1,38,0,0,0,0,0,1,0,1,357
316055,1,21,1,8400,1,0,0,1,1,1,322
316061,1,30,1,9995,0,1,0,0,0,1,90
316062,1,24,0,1000,0,0,1,1,1,1,170
316063,1,19,0,6500,1,0,0,0,1,1,63
316064,1,21,0,800,1,0,1,1,1,0,222
316067,1,36,0,162,1,1,1,1,0,1,46
316070,1,43,0,650,0,0,1,1,0,1,529
316076,1,20,1,600,0,0,0,0,1,1,142
316078,1,39,0,3200,1,0,0,0,0,0,28
316079,1,27,1,0,1,1,1,1,0,0,209
316080,0,44,0,16000,1,0,0,1,0,0,673
316081,1,27,1,1560,1,0,1,1,1,1,38
316082,1,20,1,5102,1,0,1,1,1,0,31
316083,1,28,0,6000,1,0,0,0,0,0,46
316085,1,36,0,8000,1,1,1,1,0,0,2
316088,0,49,1,6185,1,1,0,0,0,1,588
316089,1,40,1,3696,1,1,1,1,0,0,525
316090,1,23,0,6000,1,0,1,1,0,0,43
316091,1,29,0,11200,1,1,1,1,0,0,178
316093,0,35,0,32,0,1,1,1,1,0,747
316095,1,39,0,2921,0,1,1,1,0,0,271
316098,1,20,1,1000,1,0,0,1,1,0,441
316101,1,24,1,600,1,1,0,0,1,0,56
316102,1,23,0,0,0,1,0,1,1,0,467
316103,0,28,1,280,1,0,1,1,0,1,636
316105,1,28,0,3393,1,1,1,1,0,1,18
316112,1,27,1,0,0,0,0,1,1,1,18
316116,1,19,1,1500,1,0,1,1,0,0,77
316122,1,17,0,211,0,0,1,1,1,0,235
316127,1,20,0,3386,1,1,0,0,0,0,39
316130,1,23,1,8672,1,0,1,1,1,1,8
316134,0,19,0,2600,0,1,0,1,1,1,1025
316135,0,26,0,0,0,1,0,0,1,0,1366
316137,0,17,0,0,0,0,1,0,1,0,608
316149,1,17,0,200,1,0,1,1,0,0,367
316150,1,53,1,863,1,0,1,1,1,0,494
316155,1,35,1,0,1,0,1,1,0,1,38
316157,1,19,0,2300,1,0,1,1,1,0,378
316162,1,19,1,1767,0,1,0,1,1,0,193
316163,1,22,0,2658,1,0,0,1,0,1,21
316165,1,55,0,532,1,0,1,1,0,0,46
316166,1,33,1,0,1,0,1,1,0,1,3
316168,0,42,1,0,0,1,1,1,0,0,637
316169,1,35,1,7726,1,1,1,1,0,0,221
316176,0,42,1,0,0,1,0,0,0,0,766
316177,1,35,1,2000,0,1,0,0,0,0,18
316180,0,23,1,2000,1,1,1,1,0,0,579
316182,1,18,0,1863,0,1,1,1,0,1,31
316183,1,28,0,2700,0,1,0,0,0,1,18
316184,1,42,1,0,1,1,1,1,0,0,409
316189,1,53,0,4370,1,0,1,1,0,0,96
316190,1,21,0,5509,1,0,1,0,1,1,11
316192,1,25,0,12000,0,0,0,0,1,1,8
316196,1,32,1,8069,0,1,0,0,0,1,57
316197,1,20,1,2000,0,1,1,1,0,1,127
316203,1,66,0,0,1,0,0,0,1,1,37
316204,1,19,1,5000,1,1,1,1,0,0,122
316211,1,19,1,1200,1,0,0,0,1,1,7
316215,1,18,0,800,1,0,1,1,0,1,494
316216,0,35,1,0,1,0,0,0,1,0,587
316217,1,20,0,1182,1,0,1,1,1,0,17
316218,1,30,0,0,1,0,0,0,1,0,36
316219,0,40,1,4000,0,0,0,0,0,1,552
316221,1,20,0,0,0,1,1,0,1,0,144
316232,0,23,1,0,0,0,0,1,1,0,558
316236,0,22,0,1000,0,1,0,1,1,0,551
316237,1,20,1,4880,0,0,1,1,1,0,207
316239,1,33,0,19454,0,0,1,1,0,1,195
316242,0,33,0,4360,0,0,0,1,0,1,433
316243,1,30,0,5528,1,1,1,1,0,0,35
316245,0,41,0,2560,1,0,0,0,1,1,372
316247,1,22,0,170,1,1,1,1,1,0,299
316248,1,19,1,4000,1,0,0,1,1,1,27
316252,1,20,1,1869,0,1,1,1,1,0,10
316254,1,21,1,1483,0,0,1,1,1,1,56
316255,1,33,1,1400,0,0,0,0,1,1,88
316256,1,20,1,2100,0,0,1,0,1,1,311
316257,1,27,1,1500,0,1,0,1,0,1,55
316259,1,22,0,4482,1,0,0,0,0,1,101
316260,1,21,1,500,0,0,1,1,1,1,153
316261,1,19,0,1350,0,0,1,1,1,0,16
316267,1,18,0,648,1,0,0,0,1,0,583
316268,1,19,0,7000,0,0,1,1,1,1,350
316274,0,33,0,1000,1,0,1,1,1,1,1084
316282,1,26,0,3000,0,0,0,0,1,1,250
316285,1,22,1,7200,1,1,0,0,0,1,7
316286,1,16,0,0,0,0,0,0,1,0,534
316287,1,31,0,12000,1,1,1,0,0,0,119
316289,1,33,1,1520,0,0,0,0,1,1,394
316292,1,26,1,2800,1,1,0,0,0,0,240
316293,0,21,0,0,0,1,0,0,1,0,589
316294,1,35,1,2000,0,1,1,1,0,1,700
316296,0,46,0,18000,0,0,1,1,0,1,567
316298,1,30,0,0,0,1,1,1,0,0,280
316305,0,21,1,1177,1,1,1,1,1,0,1309
316308,1,22,0,1216,0,0,0,1,1,1,202
316310,0,52,0,0,1,0,1,1,0,0,552
316312,0,19,1,1600,1,1,1,1,1,0,731
316315,1,27,1,0,0,1,0,1,1,0,514
316316,1,30,0,1820,1,1,0,1,0,0,77
316317,1,32,0,1300,1,1,1,1,0,1,30
316320,1,53,0,0,0,1,1,0,0,1,269
316324,0,42,0,0,0,1,0,0,0,0,735
316325,1,33,1,7000,1,1,0,0,0,1,30
316326,1,28,0,1500,0,0,1,1,1,1,110
316327,1,21,1,5000,0,0,0,1,1,1,17
316328,0,28,1,4000,0,0,1,1,1,1,383
316329,1,18,0,0,0,0,1,1,1,1,139
316330,1,22,0,3000,0,0,1,1,1,0,315
316336,1,48,1,900,0,0,1,1,1,1,236
316342,1,20,0,5000,1,1,1,1,1,0,43
316345,1,22,1,116,1,1,1,1,1,0,199
316346,1,17,0,0,0,0,1,0,1,0,85
316349,1,38,1,98,0,0,0,0,0,1,371
316352,0,23,1,0,1,0,0,1,1,0,587
316354,0,38,0,32,0,0,0,1,1,1,563
